w1,w2,support,count
N10,N11,0.013877551020408163,17
N10,N34,0.013877551020408163,17
N10,N41,0.013877551020408163,17
N11,N29,0.013877551020408163,17
N11,N38,0.013877551020408163,17
N12,N23,0.013877551020408163,17
N12,N27,0.013877551020408163,17
N12,N30,0.013877551020408163,17
N12,N44,0.013877551020408163,17
N13,N17,0.013877551020408163,17
N13,N42,0.013877551020408163,17
N13,N44,0.013877551020408163,17
N14,N16,0.013877551020408163,17
N14,N19,0.013877551020408163,17
N14,N34,0.013877551020408163,17
N14,N42,0.013877551020408163,17
N14,N43,0.013877551020408163,17
N15,N33,0.013877551020408163,17
N15,N36,0.013877551020408163,17
N16,N18,0.013877551020408163,17
N16,N21,0.013877551020408163,17
N16,N34,0.013877551020408163,17
N16,N42,0.013877551020408163,17
N16,N45,0.013877551020408163,17
N17,N23,0.013877551020408163,17
N17,N32,0.013877551020408163,17
N17,N40,0.013877551020408163,17
N18,N40,0.013877551020408163,17
N19,N20,0.013877551020408163,17
N19,N33,0.013877551020408163,17
N19,N39,0.013877551020408163,17
N19,N44,0.013877551020408163,17
N20,N25,0.013877551020408163,17
N20,N32,0.013877551020408163,17
N20,N34,0.013877551020408163,17
N20,N42,0.013877551020408163,17
N20,N45,0.013877551020408163,17
N21,N22,0.013877551020408163,17
N21,N31,0.013877551020408163,17
N22,N24,0.013877551020408163,17
N22,N25,0.013877551020408163,17
N22,N40,0.013877551020408163,17
N22,N44,0.013877551020408163,17
N23,N24,0.013877551020408163,17
N23,N28,0.013877551020408163,17
N23,N36,0.013877551020408163,17
N23,N42,0.013877551020408163,17
N25,N35,0.013877551020408163,17
N25,N40,0.013877551020408163,17
N25,N44,0.013877551020408163,17
N25,N45,0.013877551020408163,17
N26,N41,0.013877551020408163,17
N27,N31,0.013877551020408163,17
N27,N33,0.013877551020408163,17
N28,N38,0.013877551020408163,17
N28,N39,0.013877551020408163,17
N31,N36,0.013877551020408163,17
N31,N41,0.013877551020408163,17
N31,N45,0.013877551020408163,17
N32,N36,0.013877551020408163,17
N36,N38,0.013877551020408163,17
N36,N41,0.013877551020408163,17
N40,N45,0.013877551020408163,17
N41,N42,0.013877551020408163,17
N43,N44,0.013877551020408163,17
N01,N06,0.013061224489795919,16
N01,N14,0.013061224489795919,16
N01,N36,0.013061224489795919,16
N02,N03,0.013061224489795919,16
N02,N26,0.013061224489795919,16
N02,N29,0.013061224489795919,16
N02,N30,0.013061224489795919,16
N03,N09,0.013061224489795919,16
N03,N18,0.013061224489795919,16
N03,N19,0.013061224489795919,16
N03,N40,0.013061224489795919,16
N04,N22,0.013061224489795919,16
N05,N07,0.013061224489795919,16
N05,N09,0.013061224489795919,16
N05,N31,0.013061224489795919,16
N05,N32,0.013061224489795919,16
N06,N20,0.013061224489795919,16
N06,N27,0.013061224489795919,16
N07,N25,0.013061224489795919,16
N07,N28,0.013061224489795919,16
N07,N43,0.013061224489795919,16
N08,N28,0.013061224489795919,16
N08,N32,0.013061224489795919,16
N08,N37,0.013061224489795919,16
N09,N10,0.013061224489795919,16
N09,N21,0.013061224489795919,16
N09,N25,0.013061224489795919,16
N09,N29,0.013061224489795919,16
N09,N39,0.013061224489795919,16
N10,N12,0.013061224489795919,16
N10,N42,0.013061224489795919,16
N11,N33,0.013061224489795919,16
N12,N25,0.013061224489795919,16
N12,N28,0.013061224489795919,16
N12,N36,0.013061224489795919,16
N13,N16,0.013061224489795919,16
N13,N27,0.013061224489795919,16
N13,N35,0.013061224489795919,16
N14,N17,0.013061224489795919,16
N14,N28,0.013061224489795919,16
N15,N16,0.013061224489795919,16
N15,N30,0.013061224489795919,16
N15,N35,0.013061224489795919,16
N15,N39,0.013061224489795919,16
N16,N35,0.013061224489795919,16
N17,N25,0.013061224489795919,16
N17,N38,0.013061224489795919,16
N18,N19,0.013061224489795919,16
N18,N28,0.013061224489795919,16
N19,N30,0.013061224489795919,16
N19,N31,0.013061224489795919,16
N19,N35,0.013061224489795919,16
N19,N38,0.013061224489795919,16
N20,N37,0.013061224489795919,16
N20,N39,0.013061224489795919,16
N21,N29,0.013061224489795919,16
N21,N38,0.013061224489795919,16
N22,N26,0.013061224489795919,16
N22,N32,0.013061224489795919,16
N22,N42,0.013061224489795919,16
N23,N27,0.013061224489795919,16
N23,N31,0.013061224489795919,16
N24,N29,0.013061224489795919,16
N24,N41,0.013061224489795919,16
N26,N39,0.013061224489795919,16
N27,N34,0.013061224489795919,16
N27,N41,0.013061224489795919,16
N28,N37,0.013061224489795919,16
N28,N41,0.013061224489795919,16
N29,N35,0.013061224489795919,16
N29,N42,0.013061224489795919,16
N30,N36,0.013061224489795919,16
N30,N44,0.013061224489795919,16
N32,N37,0.013061224489795919,16
N33,N39,0.013061224489795919,16
N36,N42,0.013061224489795919,16
N39,N40,0.013061224489795919,16
N01,N19,0.012244897959183673,15
N02,N05,0.012244897959183673,15
N02,N14,0.012244897959183673,15
N02,N32,0.012244897959183673,15
N04,N13,0.012244897959183673,15
N04,N24,0.012244897959183673,15
N04,N38,0.012244897959183673,15
N04,N39,0.012244897959183673,15
N05,N16,0.012244897959183673,15
N05,N35,0.012244897959183673,15
N06,N26,0.012244897959183673,15
N06,N44,0.012244897959183673,15
N07,N08,0.012244897959183673,15
N07,N10,0.012244897959183673,15
N07,N30,0.012244897959183673,15
N08,N16,0.012244897959183673,15
N08,N23,0.012244897959183673,15
N08,N41,0.012244897959183673,15
N09,N11,0.012244897959183673,15
N09,N26,0.012244897959183673,15
N09,N30,0.012244897959183673,15
N09,N34,0.012244897959183673,15
N09,N36,0.012244897959183673,15
N09,N40,0.012244897959183673,15
N09,N41,0.012244897959183673,15
N10,N23,0.012244897959183673,15
N10,N25,0.012244897959183673,15
N10,N43,0.012244897959183673,15
N11,N19,0.012244897959183673,15
N11,N20,0.012244897959183673,15
N11,N30,0.012244897959183673,15
N11,N43,0.012244897959183673,15
N12,N17,0.012244897959183673,15
N12,N35,0.012244897959183673,15
N12,N37,0.012244897959183673,15
N13,N22,0.012244897959183673,15
N15,N29,0.012244897959183673,15
N16,N30,0.012244897959183673,15
N17,N22,0.012244897959183673,15
N17,N42,0.012244897959183673,15
N18,N33,0.012244897959183673,15
N19,N22,0.012244897959183673,15
N19,N36,0.012244897959183673,15
N20,N29,0.012244897959183673,15
N20,N38,0.012244897959183673,15
N21,N40,0.012244897959183673,15
N22,N27,0.012244897959183673,15
N22,N35,0.012244897959183673,15
N23,N26,0.012244897959183673,15
N23,N37,0.012244897959183673,15
N25,N26,0.012244897959183673,15
N25,N39,0.012244897959183673,15
N26,N45,0.012244897959183673,15
N29,N37,0.012244897959183673,15
N30,N40,0.012244897959183673,15
N30,N42,0.012244897959183673,15
N31,N35,0.012244897959183673,15
N31,N39,0.012244897959183673,15
N36,N40,0.012244897959183673,15
